"equipo","modelo","modelado","gota1","gota2","gota3","lerner","epocas","exactitud","precision","precision_secundaria","f1","recall"
"SF","modelo_3","profunda",0.3,0.2,"0.4",0.03,20,0.832222222222222,0.881372549019608,0.767948717948718,0.856190476190476,0.832407407407407
"SF","modelo_4","no_profunda",0.4,0.5,"NA",0.05,10,0.814444444444444,0.865686274509804,0.747435897435897,0.840952380952381,0.817592592592593
"SF","modelo_4","profunda",0.2,0.6,"0.3",0.01,10,0.823333333333333,0.873529411764706,0.757692307692308,0.848571428571429,0.825
"DEN","modelo_1","no_profunda",0.2,0.5,"NA",0.06,60,0.575,0.693333333333333,0.377777777777778,0.670967741935484,0.65
"DEN","modelo_1","profunda",0.2,0.3,"0.3",0.03,40,0.5875,0.703333333333333,0.394444444444444,0.680645161290322,0.659375
"DEN","modelo_2","no_profunda",0.5,0.2,"NA",0.05,40,0.663541666666667,0.764166666666667,0.495833333333333,0.739516129032258,0.71640625
"DEN","modelo_2","profunda",0.2,0.3,"0.6",0.06,40,0.641666666666667,0.746666666666667,0.466666666666667,0.72258064516129,0.7
"DEN","modelo_3","no_profunda",0.3,0.2,"NA",0.01,10,0.741666666666667,0.826666666666667,0.6,0.8,0.775
"DEN","modelo_3","profunda",0.3,0.2,"0.5",0.02,10,0.692708333333333,0.7875,0.534722222222222,0.762096774193548,0.73828125
"DEN","modelo_4","no_profunda",0.3,0.5,"NA",0.01,10,0.66875,0.768333333333333,0.502777777777778,0.743548387096774,0.7203125
"DEN","modelo_4","profunda",0.2,0.3,"0.2",0.06,20,0.689583333333333,0.785,0.530555555555556,0.759677419354839,0.7359375
"LV","modelo_1","no_profunda",0.2,0.6,"NA",0.01,10,0.567741935483871,0.683870967741935,0.335483870967742,0.6784,0.673015873015873
"LV","modelo_1","profunda",0.3,0.3,"0.2",0.06,20,0.572043010752688,0.687096774193548,0.341935483870968,0.6816,0.676190476190476
"LV","modelo_2","no_profunda",0.3,0.4,"NA",0.01,10,0.701075268817204,0.783870967741935,0.535483870967742,0.7776,0.771428571428571
"LV","modelo_2","profunda",0.3,0.4,"0.5",0.01,10,0.696774193548387,0.780645161290323,0.529032258064516,0.7744,0.768253968253968
"LV","modelo_3","no_profunda",0.5,0.6,"NA",0.05,20,0.7,0.783064516129032,0.533870967741935,0.7768,0.770634920634921
"LV","modelo_3","profunda",0.3,0.6,"0.3",0.03,10,0.670967741935484,0.761290322580645,0.490322580645161,0.7552,0.749206349206349
"LV","modelo_4","no_profunda",0.3,0.4,"NA",0.01,10,0.704301075268817,0.786290322580645,0.540322580645161,0.78,0.773809523809524
"LV","modelo_4","profunda",0.3,0.4,"0.2",0.06,10,0.693548387096774,0.778225806451613,0.524193548387097,0.772,0.765873015873016
"GB","modelo_1","no_profunda",0.2,0.6,"NA",0.05,40,0.612962962962963,0.777611940298507,0.34390243902439,0.713698630136986,0.659493670886076
"GB","modelo_1","profunda",0.4,0.5,"0.4",0.02,40,0.607407407407407,0.773134328358209,0.336585365853659,0.70958904109589,0.655696202531646
"GB","modelo_2","no_profunda",0.4,0.5,"NA",0.01,60,0.634259259259259,0.794776119402985,0.371951219512195,0.729452054794521,0.674050632911392
"GB","modelo_2","profunda",0.2,0.4,"0.3",0.02,20,0.697222222222222,0.845522388059701,0.454878048780488,0.776027397260274,0.717088607594937
"GB","modelo_3","no_profunda",0.3,0.5,"NA",0.02,10,0.697222222222222,0.845522388059701,0.454878048780488,0.776027397260274,0.717088607594937
"GB","modelo_3","profunda",0.2,0.2,"0.4",0.02,40,0.667592592592593,0.821641791044776,0.415853658536585,0.754109589041096,0.696835443037975
"GB","modelo_4","no_profunda",0.6,0.5,"NA",0.05,10,0.638888888888889,0.798507462686567,0.378048780487805,0.732876712328767,0.677215189873418
"GB","modelo_4","profunda",0.2,0.3,"0.2",0.1,20,0.578703703703704,0.75,0.298780487804878,0.688356164383562,0.636075949367089
"BUF","modelo_1","no_profunda",0.3,0.5,"NA",0.06,60,0.56195652173913,0.624603174603175,0.425862068965517,0.661344537815126,0.702678571428571
"BUF","modelo_1","profunda",0.4,0.5,"0.6",0.05,20,0.542391304347826,0.61031746031746,0.394827586206897,0.646218487394958,0.686607142857143
"BUF","modelo_2","no_profunda",0.2,0.3,"NA",0.02,60,0.603260869565217,0.654761904761905,0.491379310344828,0.69327731092437,0.736607142857143
"BUF","modelo_2","profunda",0.2,0.4,"0.3",0.03,60,0.575,0.634126984126984,0.446551724137931,0.671428571428571,0.713392857142857
"BUF","modelo_3","no_profunda",0.2,0.6,"NA",0.02,60,0.628260869565217,0.673015873015873,0.531034482758621,0.712605042016807,0.757142857142857
"BUF","modelo_3","profunda",0.2,0.4,"0.4",0.01,40,0.616304347826087,0.664285714285714,0.512068965517241,0.703361344537815,0.747321428571429
"BUF","modelo_4","no_profunda",0.2,0.5,"NA",0.02,10,0.630434782608696,0.674603174603175,0.53448275862069,0.714285714285714,0.758928571428571
"BUF","modelo_4","profunda",0.5,0.3,"0.5",0.02,40,0.626086956521739,0.671428571428571,0.527586206896552,0.710924369747899,0.755357142857143
"PHI","modelo_1","no_profunda",0.2,0.4,"NA",0.03,40,0.590909090909091,0.643518518518518,0.527777777777778,0.631818181818182,0.620535714285714
"PHI","modelo_1","profunda",0.2,0.3,"0.5",0.05,60,0.588888888888889,0.641666666666667,0.525555555555556,0.63,0.61875
"PHI","modelo_2","no_profunda",0.3,0.2,"NA",0.06,60,0.591919191919192,0.644444444444444,0.528888888888889,0.632727272727273,0.621428571428571
"PHI","modelo_2","profunda",0.4,0.3,"0.6",0.01,10,0.606060606060606,0.657407407407407,0.544444444444444,0.645454545454546,0.633928571428571
"PHI","modelo_3","no_profunda",0.2,0.4,"NA",0.01,10,0.65959595959596,0.706481481481481,0.603333333333333,0.693636363636364,0.68125
"PHI","modelo_3","profunda",0.3,0.3,"0.2",0.02,10,0.629292929292929,0.678703703703704,0.57,0.666363636363636,0.654464285714286
"PHI","modelo_4","no_profunda",0.3,0.2,"NA",0.1,20,0.653535353535354,0.700925925925926,0.596666666666667,0.688181818181818,0.675892857142857
"PHI","modelo_4","profunda",0.3,0.4,"0.4",0.02,60,0.671717171717172,0.717592592592593,0.616666666666667,0.704545454545455,0.691964285714286
"IND","modelo_1","no_profunda",0.3,0.5,"NA",0.01,10,0.618421052631579,0.746710526315789,0.361842105263158,0.722929936305732,0.700617283950617
"IND","modelo_1","profunda",0.2,0.2,"0.2",0.05,20,0.612280701754386,0.742105263157895,0.352631578947368,0.718471337579618,0.696296296296296
"IND","modelo_2","no_profunda",0.5,0.3,"NA",0.05,20,0.614912280701754,0.744078947368421,0.356578947368421,0.720382165605096,0.698148148148148
"IND","modelo_2","profunda",0.2,0.3,"0.2",0.03,20,0.605263157894737,0.736842105263158,0.342105263157895,0.713375796178344,0.691358024691358
"IND","modelo_3","no_profunda",0.2,0.2,"NA",0.01,10,0.720175438596491,0.823026315789474,0.514473684210526,0.796815286624204,0.772222222222222
"IND","modelo_3","profunda",0.5,0.6,"0.4",0.01,10,0.696491228070175,0.805263157894737,0.478947368421053,0.779617834394905,0.755555555555556
"IND","modelo_4","no_profunda",0.5,0.6,"NA",0.01,10,0.691228070175439,0.801315789473684,0.471052631578947,0.775796178343949,0.751851851851852
"IND","modelo_4","profunda",0.2,0.4,"0.2",0.02,10,0.721929824561404,0.824342105263158,0.517105263157895,0.798089171974522,0.773456790123457
"NE","modelo_1","no_profunda",0.3,0.2,"NA",0.05,40,0.616504854368932,0.65948275862069,0.561111111111111,0.65948275862069,0.65948275862069
"NE","modelo_1","profunda",0.3,0.4,"0.4",0.06,60,0.585436893203883,0.631896551724138,0.525555555555556,0.631896551724138,0.631896551724138
"NE","modelo_2","no_profunda",0.6,0.2,"NA",0.05,60,0.599029126213592,0.643965517241379,0.541111111111111,0.643965517241379,0.643965517241379
"NE","modelo_2","profunda",0.2,0.3,"0.4",0.02,20,0.648543689320388,0.687931034482759,0.597777777777778,0.687931034482759,0.687931034482759
"NE","modelo_3","no_profunda",0.6,0.6,"NA",0.01,20,0.699029126213592,0.732758620689655,0.655555555555556,0.732758620689655,0.732758620689655
"NE","modelo_3","profunda",0.5,0.6,"0.3",0.02,40,0.678640776699029,0.714655172413793,0.632222222222222,0.714655172413793,0.714655172413793
"NE","modelo_4","no_profunda",0.2,0.2,"NA",0.03,10,0.747572815533981,0.775862068965517,0.711111111111111,0.775862068965517,0.775862068965517
"NE","modelo_4","profunda",0.2,0.3,"0.2",0.06,60,0.683495145631068,0.718965517241379,0.637777777777778,0.718965517241379,0.718965517241379
"TB","modelo_1","no_profunda",0.2,0.4,"NA",0.02,40,0.680909090909091,0.785064935064935,0.437878787878788,0.775,0.765189873417721
"TB","modelo_1","profunda",0.3,0.4,"0.2",0.02,60,0.682727272727273,0.786363636363636,0.440909090909091,0.776282051282051,0.766455696202532
"TB","modelo_2","no_profunda",0.2,0.3,"NA",0.01,40,0.688181818181818,0.79025974025974,0.45,0.780128205128205,0.770253164556962
"TB","modelo_2","profunda",0.2,0.3,"0.6",0.01,10,0.678181818181818,0.783116883116883,0.433333333333333,0.773076923076923,0.763291139240506
"TB","modelo_3","no_profunda",0.4,0.5,"NA",0.06,60,0.731818181818182,0.821428571428572,0.522727272727273,0.810897435897436,0.800632911392405
"TB","modelo_3","profunda",0.4,0.6,"0.4",0.01,20,0.740909090909091,0.827922077922078,0.537878787878788,0.817307692307692,0.806962025316456
"TB","modelo_4","no_profunda",0.3,0.2,"NA",0.02,10,0.751818181818182,0.835714285714286,0.556060606060606,0.825,0.814556962025316
"TB","modelo_4","profunda",0.5,0.5,"0.3",0.03,40,0.760909090909091,0.842207792207792,0.571212121212121,0.831410256410256,0.820886075949367
